timestamp,pod_name,namespace,service,status,cpu_usage,cpu_utilization,memory_usage,memory_utilization,network_rx,network_tx,error_rate,restart_count
2025-03-07 17:44:13.022489,auth-kube-system-8511,kube-system,auth,Running,0.1,25.7,83,41.7,114,56,0.0,0
2025-03-07 17:44:13.022489,queue-monitoring-1131,monitoring,queue,Running,0.12,59.2,209,52.5,267,152,0.0,0
2025-03-07 17:44:13.022489,cache-app-6079,app,cache,Running,0.21,51.7,468,39.1,236,83,0.0,0
2025-03-07 17:44:13.022489,db-app-9878,app,db,Running,1.46,91.0,565,35.3,533,350,0.0,0
2025-03-07 17:44:13.022489,auth-default-9366,default,auth,Running,0.11,28.7,101,50.8,965,655,0.0,0
2025-03-07 17:44:13.022489,worker-kube-system-6463,kube-system,worker,Running,0.37,31.2,398,49.8,530,176,0.0,0
2025-03-07 17:44:13.022489,web-default-9673,default,web,Running,0.19,31.6,151,50.4,1836,1128,0.0,0
2025-03-07 17:44:13.022489,api-database-9421,database,api,Running,0.23,28.9,157,39.5,3915,1792,0.0,0
2025-03-07 17:44:13.022489,web-monitoring-2290,monitoring,web,Running,0.19,32.2,106,35.6,2083,671,0.0,0
2025-03-07 17:44:13.022489,worker-default-8377,default,worker,Running,0.38,32.0,303,37.9,3391,1528,0.0,0
2025-03-07 17:44:13.022489,worker-database-9812,database,worker,Running,0.38,32.0,360,45.0,991,409,0.0,0
2025-03-07 17:49:13.022489,auth-default-5879,default,auth,Running,0.1,25.5,84,42.3,920,293,0.0,0
2025-03-07 17:49:13.022489,web-kube-system-7870,kube-system,web,Running,0.46,76.8,112,37.4,2829,1699,0.0,0
2025-03-07 17:49:13.022489,auth-default-4390,default,auth,Running,0.11,27.0,101,50.6,363,123,0.0,0
2025-03-07 17:49:13.022489,worker-kube-system-8411,kube-system,worker,Running,0.35,28.8,280,35.0,542,378,0.0,0
2025-03-07 17:49:13.022489,api-app-3093,app,api,Running,0.23,28.9,196,49.1,2225,680,0.05,0
2025-03-07 17:49:13.022489,worker-kube-system-9118,kube-system,worker,Running,0.33,27.5,283,35.4,130,84,0.0,0
2025-03-07 17:49:13.022489,worker-monitoring-3308,monitoring,worker,Running,0.31,26.0,303,37.9,216,127,0.0,0
2025-03-07 17:49:13.022489,cache-app-3442,app,cache,Running,0.12,30.5,651,54.3,672,340,0.0,0
2025-03-07 17:49:13.022489,auth-kube-system-8511,kube-system,auth,Running,0.12,31.1,103,51.7,259,170,0.0,0
2025-03-07 17:49:13.022489,queue-monitoring-1131,monitoring,queue,Running,0.06,28.0,146,36.6,1033,570,0.0,0
2025-03-07 17:49:13.022489,cache-app-6079,app,cache,Running,0.11,27.8,540,45.0,504,220,0.0,0
2025-03-07 17:49:13.022489,db-app-9878,app,db,Running,0.42,26.3,598,37.4,745,263,0.0,0
2025-03-07 17:49:13.022489,auth-default-9366,default,auth,Running,0.12,30.4,70,35.4,188,74,0.0,0
2025-03-07 17:49:13.022489,worker-kube-system-6463,kube-system,worker,Running,0.33,27.6,408,51.1,1802,942,0.0,0
2025-03-07 17:49:13.022489,web-default-9673,default,web,Running,0.15,25.3,109,36.6,620,403,0.0,0
2025-03-07 17:49:13.022489,api-database-9421,database,api,Running,0.21,26.4,197,49.4,2145,833,0.0,0
2025-03-07 17:49:13.022489,web-monitoring-2290,monitoring,web,Running,0.15,25.3,134,44.7,1098,698,0.0,0
2025-03-07 17:49:13.022489,worker-default-8377,default,worker,Running,0.35,29.0,327,41.0,240,166,0.0,0
2025-03-07 17:49:13.022489,worker-database-9812,database,worker,Running,0.8,67.1,354,44.3,1468,632,0.0,0
2025-03-07 17:54:13.022489,auth-default-5879,default,auth,Running,0.11,27.4,90,45.4,1365,683,0.0,0
2025-03-07 17:54:13.022489,web-database-6267,database,web,Pending,0.19,32.2,152,50.9,2345,1251,0.0,0
2025-03-07 17:54:13.022489,queue-app-3705,app,queue,Failed,0.05,26.4,214,53.7,491,288,0.0,0
2025-03-07 17:54:13.022489,web-kube-system-7870,kube-system,web,Running,0.19,31.4,159,53.1,594,350,0.0,0
2025-03-07 17:54:13.022489,auth-default-4390,default,auth,Running,0.12,29.4,94,47.1,642,417,0.0,0
2025-03-07 17:54:13.022489,worker-kube-system-8411,kube-system,worker,Running,0.34,28.0,400,50.1,632,339,0.0,0
2025-03-07 17:54:13.022489,api-app-3093,app,api,Running,0.21,26.3,197,49.3,347,193,0.0,0
2025-03-07 17:54:13.022489,worker-kube-system-9118,kube-system,worker,Running,0.33,27.5,285,35.7,180,114,0.0,0
2025-03-07 17:54:13.022489,worker-monitoring-3308,monitoring,worker,Running,0.36,29.7,339,42.5,230,111,0.0,0
2025-03-07 17:54:13.022489,cache-app-3442,app,cache,Running,0.13,31.6,571,47.6,259,151,0.0,0
2025-03-07 17:54:13.022489,auth-kube-system-8511,kube-system,auth,Running,0.13,32.1,77,38.7,674,227,0.0,0
2025-03-07 17:54:13.022489,queue-monitoring-1131,monitoring,queue,Running,0.06,28.4,167,41.9,1464,705,0.0,0
2025-03-07 17:54:13.022489,cache-app-6079,app,cache,Running,0.11,28.0,550,45.9,1573,505,0.0,0
2025-03-07 17:54:13.022489,db-app-9878,app,db,Running,0.46,29.0,569,35.6,865,350,0.0,0
2025-03-07 17:54:13.022489,auth-default-9366,default,auth,Running,0.11,27.7,90,45.4,174,66,0.0,0
2025-03-07 17:54:13.022489,worker-kube-system-6463,kube-system,worker,Running,0.31,25.8,427,53.4,1162,555,0.0,0
2025-03-07 17:54:13.022489,web-default-9673,default,web,Running,0.18,29.4,128,42.7,3361,1810,0.0,0
2025-03-07 17:54:13.022489,api-database-9421,database,api,Running,0.24,29.5,203,50.8,1817,1035,0.0,0
2025-03-07 17:54:13.022489,web-monitoring-2290,monitoring,web,Running,0.16,26.5,155,51.8,2291,1437,0.0,0
2025-03-07 17:54:13.022489,worker-default-8377,default,worker,Running,0.38,31.6,368,46.1,1280,451,0.0,0
2025-03-07 17:54:13.022489,worker-database-9812,database,worker,Running,0.37,31.1,360,45.1,2123,1381,0.0,0
2025-03-07 17:59:13.022489,auth-default-5879,default,auth,Running,0.22,54.6,70,35.1,1052,444,0.0,0
2025-03-07 17:59:13.022489,web-kube-system-7870,kube-system,web,Running,0.18,30.5,153,51.0,1012,554,0.0,0
2025-03-07 17:59:13.022489,auth-default-4390,default,auth,Running,0.12,30.6,89,44.6,406,157,0.0,0
2025-03-07 17:59:13.022489,worker-kube-system-8411,kube-system,worker,Running,0.31,26.2,325,40.6,236,120,0.0,0
2025-03-07 17:59:13.022489,api-app-3093,app,api,Running,0.22,26.9,175,44.0,2331,883,0.0,0
2025-03-07 17:59:13.022489,worker-kube-system-9118,kube-system,worker,Running,0.39,32.5,346,43.3,635,272,0.0,0
2025-03-07 17:59:13.022489,worker-monitoring-3308,monitoring,worker,Running,0.39,32.4,407,50.9,455,298,0.0,0
2025-03-07 17:59:13.022489,cache-app-3442,app,cache,Running,0.1,25.1,594,49.5,939,466,0.0,0
2025-03-07 17:59:13.022489,auth-kube-system-8511,kube-system,auth,Running,0.13,31.6,74,37.2,2029,876,0.0,0
2025-03-07 17:59:13.022489,queue-monitoring-1131,monitoring,queue,Running,0.06,28.8,198,49.6,1011,628,0.0,0
2025-03-07 17:59:13.022489,cache-app-6079,app,cache,Running,0.1,25.6,566,47.2,559,304,0.0,0
2025-03-07 17:59:13.022489,db-app-9878,app,db,Running,0.52,32.2,876,54.8,1056,638,0.0,0
2025-03-07 17:59:13.022489,auth-default-9366,default,auth,Running,0.1,26.0,75,37.9,168,50,0.0,0
2025-03-07 17:59:13.022489,worker-kube-system-6463,kube-system,worker,Running,0.38,31.7,427,53.4,2879,1136,0.0,0
2025-03-07 17:59:13.022489,web-default-9673,default,web,Running,0.19,32.4,146,49.0,2790,1350,0.0,0
2025-03-07 17:59:13.022489,api-database-9421,database,api,Running,0.25,31.9,151,37.8,2559,930,0.0,0
2025-03-07 17:59:13.022489,web-monitoring-2290,monitoring,web,Running,0.18,30.4,116,39.0,1650,900,0.0,0
2025-03-07 17:59:13.022489,worker-default-8377,default,worker,Running,0.31,25.6,308,38.6,242,84,0.0,0
2025-03-07 17:59:13.022489,worker-database-9812,database,worker,Running,0.33,27.2,373,46.6,1071,345,0.0,1
2025-03-07 18:04:13.022489,auth-default-5879,default,auth,Running,0.1,26.1,109,54.7,495,334,0.0,0
2025-03-07 18:04:13.022489,web-kube-system-7870,kube-system,web,Running,0.17,29.0,149,49.8,1140,581,0.0,0
2025-03-07 18:04:13.022489,auth-default-4390,default,auth,Running,0.1,26.1,81,40.6,286,141,0.0,0
2025-03-07 18:04:13.022489,worker-kube-system-8411,kube-system,worker,Running,0.35,29.1,286,35.8,473,223,0.0,0
2025-03-07 18:04:13.022489,api-app-3093,app,api,Running,0.25,31.5,159,39.8,731,373,0.0,0
2025-03-07 18:04:13.022489,worker-kube-system-9118,kube-system,worker,Running,0.32,27.0,318,39.8,1390,438,0.0,0
2025-03-07 18:04:13.022489,worker-monitoring-3308,monitoring,worker,Running,0.33,27.9,387,48.5,204,105,0.0,0
2025-03-07 18:04:13.022489,cache-app-3442,app,cache,Running,0.1,25.2,528,44.0,470,163,0.0,0
2025-03-07 18:04:13.022489,auth-kube-system-8511,kube-system,auth,Running,0.1,25.7,109,54.9,135,45,0.0,0
2025-03-07 18:04:13.022489,queue-monitoring-1131,monitoring,queue,Running,0.06,27.7,164,41.2,485,166,0.0,0
2025-03-07 18:04:13.022489,cache-app-6079,app,cache,Running,0.1,26.0,484,40.4,1738,879,0.0,0
2025-03-07 18:04:13.022489,db-app-9878,app,db,Running,0.43,26.9,640,40.0,402,176,0.0,0
2025-03-07 18:04:13.022489,auth-default-9366,default,auth,Running,0.1,25.9,78,39.1,257,77,0.0,0
2025-03-07 18:04:13.022489,worker-kube-system-6463,kube-system,worker,Running,0.32,26.9,297,37.2,2026,1061,0.0,0
2025-03-07 18:04:13.022489,web-default-9673,default,web,Running,0.17,28.3,119,39.8,1197,699,0.0,0
2025-03-07 18:04:13.022489,api-database-9421,database,api,Running,0.21,26.6,191,47.8,652,414,0.0,0
2025-03-07 18:04:13.022489,web-monitoring-2290,monitoring,web,Running,0.17,28.4,142,47.5,1623,1106,0.0,0
2025-03-07 18:04:13.022489,worker-default-8377,default,worker,Running,0.38,32.0,349,43.7,827,483,0.0,0
2025-03-07 18:04:13.022489,worker-database-9812,database,worker,Running,0.31,26.2,424,53.1,924,352,0.0,0
2025-03-07 18:09:13.022489,auth-default-5879,default,auth,Running,0.11,28.1,104,52.4,1061,432,0.0,0
2025-03-07 18:09:13.022489,web-kube-system-7870,kube-system,web,Running,0.19,31.1,112,37.3,1704,939,0.0,0
2025-03-07 18:09:13.022489,auth-default-4390,default,auth,Running,0.12,29.5,90,45.3,539,238,0.0,0
2025-03-07 18:09:13.022489,worker-kube-system-8411,kube-system,worker,Running,0.34,28.1,378,47.3,562,243,0.0,0
2025-03-07 18:09:13.022489,api-app-3093,app,api,Running,0.22,26.9,172,43.2,1900,1225,0.0,0
2025-03-07 18:09:13.022489,worker-kube-system-9118,kube-system,worker,Running,0.38,31.7,342,42.8,1324,724,0.0,0
2025-03-07 18:09:13.022489,worker-monitoring-3308,monitoring,worker,Running,0.33,27.4,401,50.2,885,584,0.0,0
2025-03-07 18:09:13.022489,cache-app-3442,app,cache,Running,0.11,27.4,519,43.3,237,157,0.0,0
2025-03-07 18:09:13.022489,auth-kube-system-8511,kube-system,auth,Running,0.11,27.7,72,36.4,5075,3421,0.0,0
2025-03-07 18:09:13.022489,queue-monitoring-1131,monitoring,queue,Running,0.06,29.2,217,54.5,1435,771,0.0,0
2025-03-07 18:09:13.022489,cache-app-6079,app,cache,Running,0.12,29.5,441,36.8,2245,1391,0.0,0
2025-03-07 18:09:13.022489,db-app-9878,app,db,Running,0.48,29.9,773,48.3,1715,866,0.0,0
2025-03-07 18:09:13.022489,auth-default-9366,default,auth,Running,0.11,28.6,103,51.9,496,230,0.0,0
2025-03-07 18:09:13.022489,worker-kube-system-6463,kube-system,worker,Running,0.33,27.5,293,36.7,2319,1407,0.0,0
2025-03-07 18:09:13.022489,web-default-9673,default,web,Running,0.17,27.6,133,44.4,1930,1313,0.0,0
2025-03-07 18:09:13.022489,api-database-9421,database,api,Running,0.25,31.7,209,52.3,498,304,0.0,0
2025-03-07 18:09:13.022489,web-monitoring-2290,monitoring,web,Running,0.17,28.2,121,40.4,664,429,0.0,0
2025-03-07 18:09:13.022489,worker-default-8377,default,worker,Running,0.38,31.6,396,49.6,100,32,0.0,0
2025-03-07 18:09:13.022489,worker-database-9812,database,worker,Running,0.37,30.5,285,35.7,282,144,0.0,0
2025-03-07 18:14:13.022489,auth-default-5879,default,auth,Running,0.12,30.1,97,48.6,315,114,0.0,0
2025-03-07 18:14:13.022489,web-kube-system-7870,kube-system,web,Running,0.32,53.6,135,45.0,289,180,0.0,0
2025-03-07 18:14:13.022489,auth-default-4390,default,auth,Running,0.12,30.1,91,45.5,547,276,0.0,0
2025-03-07 18:14:13.022489,worker-kube-system-8411,kube-system,worker,Running,0.31,26.0,326,40.8,250,100,0.0,0
2025-03-07 18:14:13.022489,api-app-3093,app,api,Running,0.21,26.8,193,48.3,2305,1058,0.0,0
2025-03-07 18:14:13.022489,worker-kube-system-9118,kube-system,worker,Running,0.36,30.0,369,46.2,1151,805,0.0,0
2025-03-07 18:14:13.022489,worker-monitoring-3308,monitoring,worker,Running,0.32,27.0,337,42.2,710,404,0.0,0
2025-03-07 18:14:13.022489,cache-app-3442,app,cache,Running,0.1,26.1,633,52.8,172,105,0.0,0
2025-03-07 18:14:13.022489,auth-kube-system-8511,kube-system,auth,Running,0.11,26.5,103,51.9,276,125,0.0,0
2025-03-07 18:14:13.022489,queue-monitoring-1131,monitoring,queue,Running,0.06,28.3,180,45.0,1229,737,0.0,0
2025-03-07 18:14:13.022489,cache-app-6079,app,cache,Running,0.11,28.7,499,41.6,337,235,0.0,0
2025-03-07 18:14:13.022489,db-app-9878,app,db,Running,0.42,26.4,747,46.7,194,124,0.0,0
2025-03-07 18:14:13.022489,auth-default-9366,default,auth,Running,0.11,28.6,79,40.0,310,130,0.0,0
2025-03-07 18:14:13.022489,worker-kube-system-6463,kube-system,worker,Running,0.31,25.5,328,41.0,782,469,0.0,0
2025-03-07 18:14:13.022489,web-default-9673,default,web,Running,0.18,30.5,156,52.2,296,198,0.0,0
2025-03-07 18:14:13.022489,api-database-9421,database,api,Running,0.23,28.8,157,39.3,824,311,0.0,0
2025-03-07 18:14:13.022489,web-monitoring-2290,monitoring,web,Running,0.17,28.0,161,54.0,1578,599,0.0,1
2025-03-07 18:14:13.022489,worker-default-8377,default,worker,Running,0.35,28.8,434,54.3,1030,431,0.0,0
2025-03-07 18:14:13.022489,worker-database-9812,database,worker,Running,0.3,25.3,412,51.6,1539,880,0.0,0
2025-03-07 18:19:13.022489,auth-default-5879,default,auth,Running,0.12,30.3,99,49.9,1339,830,0.0,0
2025-03-07 18:19:13.022489,web-kube-system-7870,kube-system,web,Running,0.18,30.4,122,41.0,1126,435,0.0,0
2025-03-07 18:19:13.022489,auth-default-4390,default,auth,Running,0.11,26.9,74,37.1,277,120,0.0,0
2025-03-07 18:19:13.022489,worker-kube-system-8411,kube-system,worker,Running,0.91,76.2,382,47.9,405,266,0.0,0
2025-03-07 18:19:13.022489,api-app-3093,app,api,Running,0.22,27.7,150,37.7,764,236,0.0,0
2025-03-07 18:19:13.022489,worker-kube-system-9118,kube-system,worker,Running,0.36,30.1,317,39.6,1037,688,0.0,0
2025-03-07 18:19:13.022489,worker-monitoring-3308,monitoring,worker,Running,0.34,28.6,286,35.8,201,60,0.0,0
2025-03-07 18:19:13.022489,cache-app-3442,app,cache,Running,0.11,27.4,422,35.2,457,246,0.0,0
2025-03-07 18:19:13.022489,auth-kube-system-8511,kube-system,auth,Running,0.1,25.2,71,35.8,208,89,0.0,0
2025-03-07 18:19:13.022489,queue-monitoring-1131,monitoring,queue,Running,0.05,26.6,189,47.4,466,301,0.0,0
2025-03-07 18:19:13.022489,cache-app-6079,app,cache,Running,0.12,29.4,563,47.0,1059,633,0.0,0
2025-03-07 18:19:13.022489,db-app-9878,app,db,Running,0.47,29.4,729,45.6,268,159,0.0,0
2025-03-07 18:19:13.022489,auth-default-9366,default,auth,Running,0.13,32.0,102,51.2,755,449,0.0,0
2025-03-07 18:19:13.022489,worker-kube-system-6463,kube-system,worker,Running,0.36,30.2,280,35.1,479,176,0.0,0
2025-03-07 18:19:13.022489,web-default-9673,default,web,Running,0.18,30.7,113,37.8,1112,373,0.0,0
2025-03-07 18:19:13.022489,api-database-9421,database,api,Running,0.24,30.0,152,38.2,3267,1654,0.0,0
2025-03-07 18:19:13.022489,web-monitoring-2290,monitoring,web,Running,0.19,31.8,105,35.3,747,482,0.0,0
2025-03-07 18:19:13.022489,worker-default-8377,default,worker,Running,0.3,25.1,404,50.5,1739,1033,0.0,0
2025-03-07 18:19:13.022489,worker-database-9812,database,worker,Running,0.38,31.6,297,37.2,1305,467,0.0,0
2025-03-07 18:24:13.022489,auth-default-5879,default,auth,Running,0.22,55.8,95,47.6,742,234,0.0,0
2025-03-07 18:24:13.022489,web-kube-system-7870,kube-system,web,Running,0.18,30.6,135,45.1,770,430,0.0,0
2025-03-07 18:24:13.022489,auth-default-4390,default,auth,Running,0.12,30.7,70,35.2,137,72,0.0,0
2025-03-07 18:24:13.022489,worker-kube-system-8411,kube-system,worker,Running,0.33,27.4,317,39.6,1147,450,0.0,0
2025-03-07 18:24:13.022489,api-app-3093,app,api,Running,0.23,29.2,198,49.7,442,213,0.0,0
2025-03-07 18:24:13.022489,worker-kube-system-9118,kube-system,worker,Running,0.34,28.3,341,42.7,3372,2227,0.0,0
2025-03-07 18:24:13.022489,worker-monitoring-3308,monitoring,worker,Running,0.37,30.6,437,54.7,1851,734,0.0,0
2025-03-07 18:24:13.022489,cache-app-3442,app,cache,Running,0.11,28.2,489,40.8,203,107,0.0,0
2025-03-07 18:24:13.022489,auth-kube-system-8511,kube-system,auth,Running,0.12,29.6,99,49.8,298,119,0.0,0
2025-03-07 18:24:13.022489,queue-monitoring-1131,monitoring,queue,Running,0.06,29.5,210,52.7,132,78,0.0,0
2025-03-07 18:24:13.022489,cache-app-6079,app,cache,Running,0.12,30.3,503,42.0,2634,1001,0.0,0
2025-03-07 18:24:13.022489,db-app-9878,app,db,Running,0.49,30.3,626,39.2,776,427,0.0,0
2025-03-07 18:24:13.022489,auth-default-9366,default,auth,Running,0.1,26.0,100,50.3,210,87,0.0,0
2025-03-07 18:24:13.022489,worker-kube-system-6463,kube-system,worker,Running,0.34,28.4,359,44.9,1112,362,0.0,0
2025-03-07 18:24:13.022489,web-default-9673,default,web,Running,0.19,31.3,138,46.0,1931,911,0.0,0
2025-03-07 18:24:13.022489,api-database-9421,database,api,Running,0.25,31.7,164,41.1,473,322,0.0,0
2025-03-07 18:24:13.022489,web-monitoring-2290,monitoring,web,Running,0.18,30.0,146,48.7,1510,735,0.0,0
2025-03-07 18:24:13.022489,worker-default-8377,default,worker,Running,0.9,75.1,293,36.7,750,258,0.0,0
2025-03-07 18:24:13.022489,worker-database-9812,database,worker,Running,0.33,27.4,330,41.4,353,201,0.0,0
2025-03-07 18:29:13.022489,auth-default-5879,default,auth,Running,0.11,28.3,74,37.3,408,219,0.0,0
2025-03-07 18:29:13.022489,web-database-6267,database,web,Pending,0.15,25.8,142,47.7,2066,725,0.0,0
2025-03-07 18:29:13.022489,queue-app-3705,app,queue,Failed,0.06,31.9,189,47.3,306,202,0.0,0
2025-03-07 18:29:13.022489,web-kube-system-7870,kube-system,web,Running,0.18,29.4,149,49.8,1857,943,0.0,0
2025-03-07 18:29:13.022489,auth-default-4390,default,auth,Running,0.1,25.2,92,46.4,122,56,0.0,0
2025-03-07 18:29:13.022489,worker-kube-system-8411,kube-system,worker,Running,0.33,27.7,395,49.4,203,116,0.0,0
2025-03-07 18:29:13.022489,api-app-3093,app,api,Running,0.23,29.0,171,42.9,1592,695,0.0,0
2025-03-07 18:29:13.022489,worker-kube-system-9118,kube-system,worker,Running,0.33,27.5,363,45.4,246,98,0.0,0
2025-03-07 18:29:13.022489,worker-monitoring-3308,monitoring,worker,Running,0.65,54.3,402,50.3,676,458,0.0,0
2025-03-07 18:29:13.022489,cache-app-3442,app,cache,Running,0.11,27.9,513,42.8,1666,853,0.0,0
2025-03-07 18:29:13.022489,auth-kube-system-8511,kube-system,auth,Running,0.1,26.0,94,47.5,537,357,0.0,0
2025-03-07 18:29:13.022489,queue-monitoring-1131,monitoring,queue,Running,0.05,25.9,183,45.8,943,437,0.0,0
2025-03-07 18:29:13.022489,cache-app-6079,app,cache,Running,0.1,25.9,459,38.3,381,134,0.0,0
2025-03-07 18:29:13.022489,db-app-9878,app,db,Running,0.42,26.3,755,47.2,1060,354,0.0,0
2025-03-07 18:29:13.022489,auth-default-9366,default,auth,Running,0.13,31.8,90,45.2,3679,1478,0.0,0
2025-03-07 18:29:13.022489,worker-kube-system-6463,kube-system,worker,Running,0.3,25.3,366,45.8,321,148,0.0,0
2025-03-07 18:29:13.022489,web-default-9673,default,web,Running,0.17,28.6,156,52.2,990,327,0.0,0
2025-03-07 18:29:13.022489,api-database-9421,database,api,Running,0.21,26.2,140,35.1,1666,997,0.0,0
2025-03-07 18:29:13.022489,web-monitoring-2290,monitoring,web,Running,0.17,28.6,151,50.6,498,156,0.0,0
2025-03-07 18:29:13.022489,worker-default-8377,default,worker,Running,0.36,30.0,331,41.5,1738,951,0.0,0
2025-03-07 18:29:13.022489,worker-database-9812,database,worker,Running,0.36,29.6,321,40.2,780,442,0.0,0
2025-03-07 18:34:13.022489,auth-default-5879,default,auth,Running,0.11,28.1,101,51.0,365,188,0.0,0
2025-03-07 18:34:13.022489,web-kube-system-7870,kube-system,web,Running,0.16,26.7,154,51.6,1755,881,0.0,1
2025-03-07 18:34:13.022489,auth-default-4390,default,auth,Running,0.12,31.2,95,47.9,237,157,0.0,0
2025-03-07 18:34:13.022489,worker-kube-system-8411,kube-system,worker,Running,0.31,25.7,422,52.8,690,286,0.0,0
